#1															
double t_data(365,16)															
1	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
2	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
3	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
4	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
5	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
6	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
7	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
8	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
9	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
10	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
11	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
12	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
13	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
14	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
15	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
16	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
17	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
18	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
19	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
20	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
21	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
22	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
23	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
24	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
25	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
26	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
27	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
28	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
29	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
30	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
31	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
32	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
33	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
34	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
35	0	63	600	92	0	0	13.2	151.2	756	31.5	6.3	25.2	280	5935	8.5
